delitopenal;comunidad;year;valor;variacioninteranual
    9. Sustracciones de vehículos;ANDALUCÍA;2021;4848;-2,00%
    9. Sustracciones de vehículos;ANDALUCÍA;2020;4947;-28,66%
    9. Sustracciones de vehículos;ANDALUCÍA;2018;6934;-20,80%
    9. Sustracciones de vehículos;ANDALUCÍA;2017;8755;sin datos
    9. Sustracciones de vehículos;ARAGÓN;2022;282;16,53%
    9. Sustracciones de vehículos;ARAGÓN;2019;242;-3,97%
    9. Sustracciones de vehículos;ARAGÓN;2021;252;20,00%
    9. Sustracciones de vehículos;ARAGÓN;2020;210;-26,83%
    9. Sustracciones de vehículos;ARAGÓN;2018;287;-26,79%
    9. Sustracciones de vehículos;ARAGÓN;2017;392;sin datos
    9. Sustracciones de vehículos;ASTURIAS (PRINCIPADO DE);2022;249;11,16%
    9. Sustracciones de vehículos;ASTURIAS (PRINCIPADO DE);2019;224;-13,51%
    9. Sustracciones de vehículos;ASTURIAS (PRINCIPADO DE);2021;259;-11,90%
    9. Sustracciones de vehículos;ASTURIAS (PRINCIPADO DE);2020;294;34,86%
    9. Sustracciones de vehículos;ASTURIAS (PRINCIPADO DE);2018;218;-44,67%
    9. Sustracciones de vehículos;ASTURIAS (PRINCIPADO DE);2017;394;sin datos
    9. Sustracciones de vehículos;BALEARS (ILLES);2022;1570;9,87%
    9. Sustracciones de vehículos;BALEARS (ILLES);2019;1429;33,18%
    9. Sustracciones de vehículos;BALEARS (ILLES);2021;1073;2,88%
    9. Sustracciones de vehículos;BALEARS (ILLES);2020;1043;-27,97%
    9. Sustracciones de vehículos;BALEARS (ILLES);2018;1448;-15,67%
    9. Sustracciones de vehículos;BALEARS (ILLES);2017;1717;sin datos
    9. Sustracciones de vehículos;CANARIAS;2022;1248;-3,63%
    9. Sustracciones de vehículos;CANARIAS;2019;1295;31,74%
    9. Sustracciones de vehículos;CANARIAS;2021;983;-4,84%
    9. Sustracciones de vehículos;CANARIAS;2020;1033;-24,82%
    9. Sustracciones de vehículos;CANARIAS;2018;1374;-23,54%
    9. Sustracciones de vehículos;CANARIAS;2017;1797;sin datos
    9. Sustracciones de vehículos;CANTABRIA;2022;90;-31,82%
    9. Sustracciones de vehículos;CANTABRIA;2019;132;-5,71%
    9. Sustracciones de vehículos;CANTABRIA;2021;140;30,84%
    9. Sustracciones de vehículos;CANTABRIA;2020;107;-13,71%
    9. Sustracciones de vehículos;CANTABRIA;2018;124;-40,10%
    9. Sustracciones de vehículos;CANTABRIA;2017;207;sin datos
    9. Sustracciones de vehículos;CASTILLA - LA MANCHA;2022;658;6,99%
    9. Sustracciones de vehículos;CASTILLA - LA MANCHA;2019;615;18,04%
    9. Sustracciones de vehículos;CASTILLA - LA MANCHA;2021;521;1,17%
    9. Sustracciones de vehículos;CASTILLA - LA MANCHA;2020;515;-23,02%
    9. Sustracciones de vehículos;CASTILLA - LA MANCHA;2018;669;-39,46%
    9. Sustracciones de vehículos;CASTILLA - LA MANCHA;2017;1105;sin datos
    9. Sustracciones de vehículos;CASTILLA Y LEÓN;2022;523;-8,73%
    9. Sustracciones de vehículos;CASTILLA Y LEÓN;2019;573;22,96%
    9. Sustracciones de vehículos;CASTILLA Y LEÓN;2021;466;10,43%
    9. Sustracciones de vehículos;CASTILLA Y LEÓN;2020;422;-28,11%
    9. Sustracciones de vehículos;CASTILLA Y LEÓN;2018;587;-10,93%
    9. Sustracciones de vehículos;CASTILLA Y LEÓN;2017;659;sin datos
    9. Sustracciones de vehículos;CATALUÑA;2022;7425;-23,54%
    9. Sustracciones de vehículos;CATALUÑA;2019;9711;57,44%
    9. Sustracciones de vehículos;CATALUÑA;2021;6168;-0,92%
    9. Sustracciones de vehículos;CATALUÑA;2020;6225;-32,29%
    9. Sustracciones de vehículos;CATALUÑA;2018;9194;3,83%
    9. Sustracciones de vehículos;CATALUÑA;2017;8855;sin datos
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE CEUTA;2022;107;-36,31%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE CEUTA;2019;168;63,11%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE CEUTA;2021;103;22,62%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE CEUTA;2020;84;-66,13%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE CEUTA;2018;248;14,81%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE CEUTA;2017;216;sin datos
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE MELILLA;2022;80;5,26%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE MELILLA;2019;76;117,14%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE MELILLA;2021;35;-18,60%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE MELILLA;2020;43;-51,14%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE MELILLA;2018;88;-22,12%
    9. Sustracciones de vehículos;CIUDAD AUTÓNOMA DE MELILLA;2017;113;sin datos
    9. Sustracciones de vehículos;COMUNITAT VALENCIANA;2022;3205;0,47%
    9. Sustracciones de vehículos;COMUNITAT VALENCIANA;2019;3190;28,06%
    9. Sustracciones de vehículos;COMUNITAT VALENCIANA;2021;2491;1,30%
    9. Sustracciones de vehículos;COMUNITAT VALENCIANA;2020;2459;-25,55%
    9. Sustracciones de vehículos;COMUNITAT VALENCIANA;2018;3303;-15,70%
    9. Sustracciones de vehículos;COMUNITAT VALENCIANA;2017;3918;sin datos
    9. Sustracciones de vehículos;EN EL EXTRANJERO;2022;65;-40,91%
    9. Sustracciones de vehículos;EN EL EXTRANJERO;2019;110;89,66%
    9. Sustracciones de vehículos;EN EL EXTRANJERO;2021;58;-34,83%
    9. Sustracciones de vehículos;EN EL EXTRANJERO;2020;89;9,88%
    9. Sustracciones de vehículos;EN EL EXTRANJERO;2018;81;-14,74%
    9. Sustracciones de vehículos;EN EL EXTRANJERO;2017;95;sin datos
    9. Sustracciones de vehículos;EXTREMADURA;2022;164;13,89%
    9. Sustracciones de vehículos;EXTREMADURA;2019;144;-5,26%
    9. Sustracciones de vehículos;EXTREMADURA;2021;152;-8,98%
    9. Sustracciones de vehículos;EXTREMADURA;2020;167;3,73%
    9. Sustracciones de vehículos;EXTREMADURA;2018;161;-52,08%
    9. Sustracciones de vehículos;EXTREMADURA;2017;336;sin datos
    9. Sustracciones de vehículos;GALICIA;2022;534;-11,59%
    9. Sustracciones de vehículos;GALICIA;2019;604;49,14%
    9. Sustracciones de vehículos;GALICIA;2021;405;-12,72%
    9. Sustracciones de vehículos;GALICIA;2020;464;-20,82%
    9. Sustracciones de vehículos;GALICIA;2018;586;-26,20%
    9. Sustracciones de vehículos;GALICIA;2017;794;sin datos
    9. Sustracciones de vehículos;MADRID (COMUNIDAD DE);2022;7450;-7,22%
    9. Sustracciones de vehículos;MADRID (COMUNIDAD DE);2019;8030;16,01%
    9. Sustracciones de vehículos;MADRID (COMUNIDAD DE);2021;6922;9,04%
    9. Sustracciones de vehículos;MADRID (COMUNIDAD DE);2020;6348;-27,13%
    9. Sustracciones de vehículos;MADRID (COMUNIDAD DE);2018;8712;-18,69%
    9. Sustracciones de vehículos;MADRID (COMUNIDAD DE);2017;10715;sin datos
    9. Sustracciones de vehículos;MURCIA (REGIÓN DE);2022;777;-14,52%
    9. Sustracciones de vehículos;MURCIA (REGIÓN DE);2019;909;36,49%
    9. Sustracciones de vehículos;MURCIA (REGIÓN DE);2021;666;-10,84%
    9. Sustracciones de vehículos;MURCIA (REGIÓN DE);2020;747;-21,94%
    9. Sustracciones de vehículos;MURCIA (REGIÓN DE);2018;957;-25,99%
    9. Sustracciones de vehículos;MURCIA (REGIÓN DE);2017;1293;sin datos
    9. Sustracciones de vehículos;NAVARRA (COMUNIDAD FORAL DE);2022;133;-27,32%
    9. Sustracciones de vehículos;NAVARRA (COMUNIDAD FORAL DE);2019;183;50,00%
    9. Sustracciones de vehículos;NAVARRA (COMUNIDAD FORAL DE);2021;122;-8,27%
    9. Sustracciones de vehículos;NAVARRA (COMUNIDAD FORAL DE);2020;133;-23,56%
    9. Sustracciones de vehículos;NAVARRA (COMUNIDAD FORAL DE);2018;174;2,96%
    9. Sustracciones de vehículos;NAVARRA (COMUNIDAD FORAL DE);2017;169;sin datos
    9. Sustracciones de vehículos;PAÍS VASCO;2022;718;-19,33%
    9. Sustracciones de vehículos;PAÍS VASCO;2019;890;28,24%
    9. Sustracciones de vehículos;PAÍS VASCO;2021;694;7,43%
    9. Sustracciones de vehículos;PAÍS VASCO;2020;646;-30,39%
    9. Sustracciones de vehículos;PAÍS VASCO;2018;928;3,11%
    9. Sustracciones de vehículos;PAÍS VASCO;2017;900;sin datos
    9. Sustracciones de vehículos;RIOJA (LA);2022;79;14,49%
    9. Sustracciones de vehículos;RIOJA (LA);2019;69;16,95%
    9. Sustracciones de vehículos;RIOJA (LA);2021;59;84,38%
    9. Sustracciones de vehículos;RIOJA (LA);2020;32;-59,49%
    9. Sustracciones de vehículos;RIOJA (LA);2018;79;-11,24%
    9. Sustracciones de vehículos;RIOJA (LA);2017;89;sin datos
    9. Sustracciones de vehículos;TOTAL NACIONAL;2022;30982;-11,74%
    9. Sustracciones de vehículos;TOTAL NACIONAL;2019;35105;32,89%
    9. Sustracciones de vehículos;TOTAL NACIONAL;2021;26417;1,57%
    9. Sustracciones de vehículos;TOTAL NACIONAL;2020;26008;-28,06%
    9. Sustracciones de vehículos;TOTAL NACIONAL;2018;36152;-14,97%
    9. Sustracciones de vehículos;TOTAL NACIONAL;2017;42519;sin datos
    Resto de infracciones penales;ANDALUCÍA;2020;192929;-0,34%
    Resto de infracciones penales;ANDALUCÍA;2018;193581;7,12%
    Resto de infracciones penales;ANDALUCÍA;2017;180707;sin datos
    Resto de infracciones penales;ARAGÓN;2020;25732;4,08%
    Resto de infracciones penales;ARAGÓN;2018;24724;11,51%
    Resto de infracciones penales;ARAGÓN;2017;22172;sin datos
    Resto de infracciones penales;ASTURIAS (PRINCIPADO DE);2020;17841;8,50%
    Resto de infracciones penales;ASTURIAS (PRINCIPADO DE);2018;16443;7,69%
    Resto de infracciones penales;ASTURIAS (PRINCIPADO DE);2017;15269;sin datos
    Resto de infracciones penales;BALEARS (ILLES);2020;41595;13,23%
    Resto de infracciones penales;BALEARS (ILLES);2018;36735;8,41%
    Resto de infracciones penales;BALEARS (ILLES);2017;33885;sin datos
    Resto de infracciones penales;CANARIAS;2020;59452;12,38%
    Resto de infracciones penales;CANARIAS;2018;52905;5,15%
    Resto de infracciones penales;CANARIAS;2017;50312;sin datos
    Resto de infracciones penales;CANTABRIA;2020;11275;5,83%
    Resto de infracciones penales;CANTABRIA;2018;10654;6,56%
    Resto de infracciones penales;CANTABRIA;2017;9998;sin datos
    Resto de infracciones penales;CASTILLA - LA MANCHA;2020;45028;4,55%
    Resto de infracciones penales;CASTILLA - LA MANCHA;2018;43069;14,89%
    Resto de infracciones penales;CASTILLA - LA MANCHA;2017;37488;sin datos
    Resto de infracciones penales;CASTILLA Y LEÓN;2020;48094;2,77%
    Resto de infracciones penales;CASTILLA Y LEÓN;2018;46798;9,20%
    Resto de infracciones penales;CASTILLA Y LEÓN;2017;42854;sin datos
    Resto de infracciones penales;CATALUÑA;2020;188969;-7,67%
    Resto de infracciones penales;CATALUÑA;2018;204657;13,99%
    Resto de infracciones penales;CATALUÑA;2017;179547;sin datos
    Resto de infracciones penales;CIUDAD AUTÓNOMA DE CEUTA;2020;2572;-15,78%
    Resto de infracciones penales;CIUDAD AUTÓNOMA DE CEUTA;2018;3054;3,74%
    Resto de infracciones penales;CIUDAD AUTÓNOMA DE CEUTA;2017;2944;sin datos
    Resto de infracciones penales;CIUDAD AUTÓNOMA DE MELILLA;2020;2884;-16,74%
    Resto de infracciones penales;CIUDAD AUTÓNOMA DE MELILLA;2018;3464;25,46%
    Resto de infracciones penales;CIUDAD AUTÓNOMA DE MELILLA;2017;2761;sin datos
    Resto de infracciones penales;COMUNITAT VALENCIANA;2020;124420;-1,08%
    Resto de infracciones penales;COMUNITAT VALENCIANA;2018;125780;7,12%
    Resto de infracciones penales;COMUNITAT VALENCIANA;2017;117421;sin datos
    Resto de infracciones penales;EN EL EXTRANJERO;2020;7795;-51,44%
    Resto de infracciones penales;EN EL EXTRANJERO;2018;16052;-10,80%
    Resto de infracciones penales;EN EL EXTRANJERO;2017;17995;sin datos
    Resto de infracciones penales;EXTREMADURA;2020;18185;9,00%
    Resto de infracciones penales;EXTREMADURA;2018;16684;6,90%
    Resto de infracciones penales;EXTREMADURA;2017;15607;sin datos
    Resto de infracciones penales;GALICIA;2020;54109;9,78%
    Resto de infracciones penales;GALICIA;2018;49287;9,90%
    Resto de infracciones penales;GALICIA;2017;44847;sin datos
    Resto de infracciones penales;MADRID (COMUNIDAD DE);2020;183607;-2,62%
    Resto de infracciones penales;MADRID (COMUNIDAD DE);2018;188556;9,03%
    Resto de infracciones penales;MADRID (COMUNIDAD DE);2017;172934;sin datos
    Resto de infracciones penales;MURCIA (REGIÓN DE);2020;32886;11,24%
    Resto de infracciones penales;MURCIA (REGIÓN DE);2018;29564;12,03%
    Resto de infracciones penales;MURCIA (REGIÓN DE);2017;26389;sin datos
    Resto de infracciones penales;NAVARRA (COMUNIDAD FORAL DE);2020;17059;1,63%
    Resto de infracciones penales;NAVARRA (COMUNIDAD FORAL DE);2018;16785;16,95%
    Resto de infracciones penales;NAVARRA (COMUNIDAD FORAL DE);2017;14352;sin datos
    Resto de infracciones penales;PAÍS VASCO;2020;49873;3,92%
    Resto de infracciones penales;PAÍS VASCO;2018;47990;9,24%
    Resto de infracciones penales;PAÍS VASCO;2017;43932;sin datos
    Resto de infracciones penales;RIOJA (LA);2020;5504;18,90%
    Resto de infracciones penales;RIOJA (LA);2018;4629;12,14%
    Resto de infracciones penales;RIOJA (LA);2017;4128;sin datos
    Resto de infracciones penales;TOTAL NACIONAL;2020;1129809;-0,14%
    Resto de infracciones penales;TOTAL NACIONAL;2018;1131411;9,26%
    Resto de infracciones penales;TOTAL NACIONAL;2017;1035542;sin datos
